item	infinitive	tense	sing	plur	inVocabs
160	morir	Pres	muere	mueren	1
160	morir	Fut	morirá	morirán	0
161	advertir	Past	advirtió	advirtieron	0
161	advertir	Imperfect	advertía	advertían	0
161	advertir	Pres	advierte	advierten	0
161	advertir	Fut	advertirá	advertirán	0
162	constituir	Past	constituyó	constituyeron	0
162	constituir	Imperfect	constituía	constituían	0
162	constituir	Pres	constituye	constituyen	1
162	constituir	Fut	constituirá	constituirán	0
163	establecer	Past	estableció	establecieron	0
163	establecer	Imperfect	establecía	establecían	0
163	establecer	Pres	establece	establecen	1
163	establecer	Fut	establecerá	establecerán	0
164	separar	Past	separó	separaron	0
164	separar	Imperfect	separaba	separaban	0
164	separar	Pres	separa	separan	1
164	separar	Fut	separará	separarán	0
165	residir	Past	residió	residieron	0
165	residir	Imperfect	residía	residían	0
165	residir	Pres	reside	residen	1
165	residir	Fut	residirá	residirán	0
166	explicar	Past	explicó	explicaron	0
166	explicar	Imperfect	explicaba	explicaban	0
166	explicar	Pres	explica	explican	1
166	explicar	Fut	explicará	explicarán	0
167	introducir	Past	introdujo	introdujeron	1
167	introducir	Imperfect	introducía	introducían	0
167	introducir	Pres	introduce	introducen	0
167	introducir	Fut	introducirá	introducirán	0
168	redactar	Past	redactó	redactaron	0
168	redactar	Imperfect	redactaba	redactaban	0
168	redactar	Pres	redacta	redactan	0
168	redactar	Fut	redactará	redactarán	0
169	recaer	Past	recayó	recayeron	0
169	recaer	Imperfect	recaía	recaían	0
169	recaer	Pres	recae	recaen	0
169	recaer	Fut	recaerá	recaerán	0
170	lavar	Past	lavó	lavaron	0
170	lavar	Imperfect	lavaba	lavaban	0
170	lavar	Pres	lava	lavan	1
170	lavar	Fut	lavará	lavarán	0
171	desistir	Past	desistió	desistieron	0
171	desistir	Imperfect	desistía	desistían	0
171	desistir	Pres	desiste	desisten	0
171	desistir	Fut	desistirá	desistirán	0
172	salvar	Past	salvó	salvaron	0
172	salvar	Imperfect	salvaba	salvaban	0
172	salvar	Pres	salva	salvan	0
172	salvar	Fut	salvará	salvarán	0
173	consistir	Past	consistió	consistieron	0
173	consistir	Imperfect	consistía	consistían	0
173	consistir	Pres	consiste	consisten	1
173	consistir	Fut	consistirá	consistirán	0
174	batir	Past	batió	batieron	0
174	batir	Imperfect	batía	batían	0
174	batir	Pres	bate	baten	0
174	batir	Fut	batirá	batirán	0
175	saltar	Past	saltó	saltaron	0
175	saltar	Imperfect	saltaba	saltaban	0
175	saltar	Pres	salta	saltan	0
175	saltar	Fut	saltará	saltarán	0
176	alcanzar	Past	alcanzó	alcanzaron	0
176	alcanzar	Imperfect	alcanzaba	alcanzaban	0
176	alcanzar	Pres	alcanza	alcanzan	1
176	alcanzar	Fut	alcanzará	alcanzarán	0
177	aconsejar	Past	aconsejó	aconsejaron	0
177	aconsejar	Imperfect	aconsejaba	aconsejaban	0
177	aconsejar	Pres	aconseja	aconsejan	0
177	aconsejar	Fut	aconsejará	aconsejarán	0
178	imaginar	Past	imaginó	imaginaron	0
178	imaginar	Imperfect	imaginaba	imaginaban	0
178	imaginar	Pres	imagina	imaginan	0
178	imaginar	Fut	imaginará	imaginarán	0
179	aventajar	Past	aventajó	aventajaron	0
179	aventajar	Imperfect	aventajaba	aventajaban	0
179	aventajar	Pres	aventaja	aventajan	0
179	aventajar	Fut	aventajará	aventajarán	0
180	derribar	Past	derribó	derribaron	0
180	derribar	Imperfect	derribaba	derribaban	0
180	derribar	Pres	derriba	derriban	0
180	derribar	Fut	derribará	derribarán	0
181	quedar	Past	quedó	quedaron	0
181	quedar	Imperfect	quedaba	quedaban	1
181	quedar	Pres	queda	quedan	1
181	quedar	Fut	quedará	quedarán	0
182	admitir	Past	admitió	admitieron	0
182	admitir	Imperfect	admitía	admitían	0
182	admitir	Pres	admite	admiten	0
182	admitir	Fut	admitirá	admitirán	0
183	formar	Past	formó	formaron	0
183	formar	Imperfect	formaba	formaban	1
183	formar	Pres	forma	forman	1
183	formar	Fut	formará	formarán	0
184	oxidar	Past	oxidó	oxidaron	0
184	oxidar	Imperfect	oxidaba	oxidaban	0
184	oxidar	Pres	oxida	oxidan	0
184	oxidar	Fut	oxidará	oxidarán	0
185	cristalizar	Past	cristalizó	cristalizaron	0
185	cristalizar	Imperfect	cristalizaba	cristalizaban	0
185	cristalizar	Pres	cristaliza	cristalizan	0
185	cristalizar	Fut	cristalizará	cristalizarán	0
186	conducir	Past	condujo	condujeron	0
186	conducir	Imperfect	conducía	conducían	0
186	conducir	Pres	conduce	conducen	1
186	conducir	Fut	conducirá	conducirán	0
187	suponer	Past	supuso	supusieron	0
187	suponer	Imperfect	suponía	suponían	0
187	suponer	Pres	supone	suponen	1
187	suponer	Fut	supondrá	supondrán	0
188	originar	Past	originó	originaron	0
188	originar	Imperfect	originaba	originaban	0
188	originar	Pres	origina	originan	0
188	originar	Fut	originará	originarán	0
189	modular	Past	moduló	modularon	0
189	modular	Imperfect	modulaba	modulaban	0
189	modular	Pres	modula	modulan	0
189	modular	Fut	modulará	modularán	0
190	contener	Past	contuvo	contuvieron	0
190	contener	Imperfect	contenía	contenían	0
190	contener	Pres	contiene	contienen	1
190	contener	Fut	contendrá	contendrán	0
191	permitir	Past	permitió	permitieron	0
191	permitir	Imperfect	permitía	permitían	0
191	permitir	Pres	permite	permiten	1
191	permitir	Fut	permitirá	permitirán	0
192	referir	Past	refirió	refirieron	0
192	referir	Imperfect	refería	referían	0
192	referir	Pres	refiere	refieren	1
192	referir	Fut	referirá	referirán	0
193	deslocalizar	Past	deslocalizó	deslocalizaron	0
193	deslocalizar	Imperfect	deslocalizaba	deslocalizaban	0
193	deslocalizar	Pres	deslocaliza	deslocalizan	0
193	deslocalizar	Fut	deslocalizará	deslocalizarán	0
194	respectar	Past	respectó	respectaron	0
194	respectar	Imperfect	respectaba	respectaban	0
194	respectar	Pres	respecta	respectan	0
194	respectar	Fut	respectará	respectarán	0
195	dificultar	Past	dificultó	dificultaron	0
195	dificultar	Imperfect	dificultaba	dificultaban	0
195	dificultar	Pres	dificulta	dificultan	0
195	dificultar	Fut	dificultará	dificultarán	0
196	soportar	Past	soportó	soportaron	0
196	soportar	Imperfect	soportaba	soportaban	0
196	soportar	Pres	soporta	soportan	0
196	soportar	Fut	soportará	soportarán	0
197	incrementar	Past	incrementó	incrementaron	0
197	incrementar	Imperfect	incrementaba	incrementaban	0
197	incrementar	Pres	incrementa	incrementan	0
197	incrementar	Fut	incrementará	incrementarán	0
198	ver	Past	vio	vieron	1
198	ver	Imperfect	veía	veían	0
198	ver	Pres	ve	ven	1
198	ver	Fut	verá	verán	0
199	surgir	Past	surgió	surgieron	0
199	surgir	Imperfect	surgía	surgían	0
199	surgir	Pres	surge	surgen	1
199	surgir	Fut	surgirá	surgirán	0
200	dopar	Past	dopó	doparon	0
200	dopar	Imperfect	dopaba	dopaban	0
200	dopar	Pres	dopa	dopan	0
200	dopar	Fut	dopará	doparán	0
201	escribir	Past	escribió	escribieron	0
201	escribir	Imperfect	escribía	escribían	0
201	escribir	Pres	escribe	escriben	1
201	escribir	Fut	escribirá	escribirán	0
202	pastar	Past	pastó	pastaron	0
202	pastar	Imperfect	pastaba	pastaban	0
202	pastar	Pres	pasta	pastan	0
202	pastar	Fut	pastará	pastarán	0
203	perder	Past	perdió	perdieron	0
203	perder	Imperfect	perdía	perdían	0
203	perder	Pres	pierde	pierden	1
203	perder	Fut	perderá	perderán	0
204	tomar	Past	tomó	tomaron	0
204	tomar	Imperfect	tomaba	tomaban	0
204	tomar	Pres	toma	toman	1
204	tomar	Fut	tomará	tomarán	0
205	relegar	Past	relegó	relegaron	0
205	relegar	Imperfect	relegaba	relegaban	0
205	relegar	Pres	relega	relegan	0
205	relegar	Fut	relegará	relegarán	0
206	reconocer	Past	reconoció	reconocieron	0
206	reconocer	Imperfect	reconocía	reconocían	0
206	reconocer	Pres	reconoce	reconocen	1
206	reconocer	Fut	reconocerá	reconocerán	0
207	afectar	Past	afectó	afectaron	0
207	afectar	Imperfect	afectaba	afectaban	0
207	afectar	Pres	afecta	afectan	1
207	afectar	Fut	afectará	afectarán	0
208	bastar	Past	bastó	bastaron	0
208	bastar	Imperfect	bastaba	bastaban	0
208	bastar	Pres	basta	bastan	0
208	bastar	Fut	bastará	bastarán	0
209	apercibir	Past	apercibió	apercibieron	0
209	apercibir	Imperfect	apercibía	apercibían	0
209	apercibir	Pres	apercibe	aperciben	0
209	apercibir	Fut	apercibirá	apercibirán	0
210	presuponer	Past	presupuso	presupusieron	0
210	presuponer	Imperfect	presuponía	presuponían	0
210	presuponer	Pres	presupone	presuponen	0
210	presuponer	Fut	presupondrá	presupondrán	0
211	enunciar	Past	enunció	enunciaron	0
211	enunciar	Imperfect	enunciaba	enunciaban	0
211	enunciar	Pres	enuncia	enuncian	0
211	enunciar	Fut	enunciará	enunciarán	0
212	vibrar	Past	vibró	vibraron	0
212	vibrar	Imperfect	vibraba	vibraban	0
212	vibrar	Pres	vibra	vibran	0
212	vibrar	Fut	vibrará	vibrarán	0
213	engañar	Past	engañó	engañaron	0
213	engañar	Imperfect	engañaba	engañaban	0
213	engañar	Pres	engaña	engañan	0
213	engañar	Fut	engañará	engañarán	0
214	pretender	Past	pretendió	pretendieron	0
214	pretender	Imperfect	pretendía	pretendían	0
214	pretender	Pres	pretende	pretenden	1
214	pretender	Fut	pretenderá	pretenderán	0
215	fundar	Past	fundó	fundaron	0
215	fundar	Imperfect	fundaba	fundaban	0
215	fundar	Pres	funda	fundan	0
215	fundar	Fut	fundará	fundarán	0
216	seducir	Past	sedujo	sedujeron	0
216	seducir	Imperfect	seducía	seducían	0
216	seducir	Pres	seduce	seducen	0
216	seducir	Fut	seducirá	seducirán	0
217	devorar	Past	devoró	devoraron	0
217	devorar	Imperfect	devoraba	devoraban	0
217	devorar	Pres	devora	devoran	0
217	devorar	Fut	devorará	devorarán	0
218	financiar	Past	financió	financiaron	0
218	financiar	Imperfect	financiaba	financiaban	0
218	financiar	Pres	financia	financian	0
218	financiar	Fut	financiará	financiarán	0
219	ocupar	Past	ocupó	ocuparon	0
219	ocupar	Imperfect	ocupaba	ocupaban	0
219	ocupar	Pres	ocupa	ocupan	1
219	ocupar	Fut	ocupará	ocuparán	0
220	currar	Past	curró	curraron	0
220	currar	Imperfect	curraba	curraban	0
220	currar	Pres	curra	curran	0
220	currar	Fut	currará	currarán	0
221	cobrar	Past	cobró	cobraron	0
221	cobrar	Imperfect	cobraba	cobraban	0
221	cobrar	Pres	cobra	cobran	0
221	cobrar	Fut	cobrará	cobrarán	0
222	arder	Past	ardió	ardieron	0
222	arder	Imperfect	ardía	ardían	0
222	arder	Pres	arde	arden	0
222	arder	Fut	arderá	arderán	0
223	nombrar	Past	nombró	nombraron	0
223	nombrar	Imperfect	nombraba	nombraban	0
223	nombrar	Pres	nombra	nombran	0
223	nombrar	Fut	nombrará	nombrarán	0
224	retocar	Past	retocó	retocaron	0
224	retocar	Imperfect	retocaba	retocaban	0
224	retocar	Pres	retoca	retocan	0
224	retocar	Fut	retocará	retocarán	0
225	esperar	Past	esperó	esperaron	0
225	esperar	Imperfect	esperaba	esperaban	1
225	esperar	Pres	espera	esperan	1
225	esperar	Fut	esperará	esperarán	0
226	enconar	Past	enconó	enconaron	0
226	enconar	Imperfect	enconaba	enconaban	0
226	enconar	Pres	encona	enconan	0
226	enconar	Fut	enconará	enconarán	0
227	olvidar	Past	olvidó	olvidaron	0
227	olvidar	Imperfect	olvidaba	olvidaban	0
227	olvidar	Pres	olvida	olvidan	0
227	olvidar	Fut	olvidará	olvidarán	0
228	parar	Past	paró	pararon	0
228	parar	Imperfect	paraba	paraban	0
228	parar	Pres	para	paran	1
228	parar	Fut	parará	pararán	0
229	inventar	Past	inventó	inventaron	0
229	inventar	Imperfect	inventaba	inventaban	0
229	inventar	Pres	inventa	inventan	0
229	inventar	Fut	inventará	inventarán	0
230	flotar	Past	flotó	flotaron	0
230	flotar	Imperfect	flotaba	flotaban	0
230	flotar	Pres	flota	flotan	0
230	flotar	Fut	flotará	flotarán	0
231	cambiar	Past	cambió	cambiaron	0
231	cambiar	Imperfect	cambiaba	cambiaban	0
231	cambiar	Pres	cambia	cambian	1
231	cambiar	Fut	cambiará	cambiarán	0
232	compartir	Past	compartió	compartieron	0
232	compartir	Imperfect	compartía	compartían	0
232	compartir	Pres	comparte	comparten	1
232	compartir	Fut	compartirá	compartirán	0
233	incluir	Past	incluyó	incluyeron	0
233	incluir	Imperfect	incluía	incluían	0
233	incluir	Pres	incluye	incluyen	1
233	incluir	Fut	incluirá	incluirán	0
234	aplicar	Past	aplicó	aplicaron	0
234	aplicar	Imperfect	aplicaba	aplicaban	0
234	aplicar	Pres	aplica	aplican	1
234	aplicar	Fut	aplicará	aplicarán	0
235	corresponder	Past	correspondió	correspondieron	0
235	corresponder	Imperfect	correspondía	correspondían	0
235	corresponder	Pres	corresponde	corresponden	1
235	corresponder	Fut	corresponderá	corresponderán	0
236	entender	Past	entendió	entendieron	0
236	entender	Imperfect	entendía	entendían	0
236	entender	Pres	entiende	entienden	1
236	entender	Fut	entenderá	entenderán	0
237	ampliar	Past	amplió	ampliaron	0
237	ampliar	Imperfect	ampliaba	ampliaban	0
237	ampliar	Pres	amplía	amplían	0
237	ampliar	Fut	ampliará	ampliarán	0
238	querer	Past	quiso	quisieron	1
238	querer	Imperfect	quería	querían	0
238	querer	Pres	quiere	quieren	1
238	querer	Fut	querrá	querrán	0
239	gobernar	Past	gobernó	gobernaron	0
239	gobernar	Imperfect	gobernaba	gobernaban	0
239	gobernar	Pres	goberna	gobernan	0
239	gobernar	Fut	gobernará	gobernarán	0
240	temer	Past	temió	temieron	0
240	temer	Imperfect	temía	temían	0
240	temer	Pres	teme	temen	1
240	temer	Fut	temerá	temerán	0
241	votar	Past	votó	votaron	0
241	votar	Imperfect	votaba	votaban	0
241	votar	Pres	vota	votan	0
241	votar	Fut	votará	votarán	0
242	ir	Past	fue	fueron	1
242	ir	Imperfect	iba	iban	1
242	ir	Pres	va	van	1
242	ir	Fut	irá	irán	0
243	garantizar	Past	garantizó	garantizaron	0
243	garantizar	Imperfect	garantizaba	garantizaban	0
243	garantizar	Pres	garantiza	garantizan	0
243	garantizar	Fut	garantizará	garantizarán	0
244	negociar	Past	negoció	negociaron	0
244	negociar	Imperfect	negociaba	negociaban	0
244	negociar	Pres	negocia	negocian	0
244	negociar	Fut	negociará	negociarán	0
245	dedicar	Past	dedicó	dedicaron	0
245	dedicar	Imperfect	dedicaba	dedicaban	0
245	dedicar	Pres	dedica	dedican	1
245	dedicar	Fut	dedicará	dedicarán	0
246	echar	Past	echó	echaron	0
246	echar	Imperfect	echaba	echaban	0
246	echar	Pres	echa	echan	1
246	echar	Fut	echará	echarán	0
247	contar	Past	contó	contaron	0
247	contar	Imperfect	contaba	contaban	1
247	contar	Pres	cuenta	cuentan	1
247	contar	Fut	contará	contarán	0
248	causar	Past	causó	causaron	0
248	causar	Imperfect	causaba	causaban	0
248	causar	Pres	causa	causan	1
248	causar	Fut	causará	causarán	0
249	traspasar	Past	traspasó	traspasaron	0
249	traspasar	Imperfect	traspasaba	traspasaban	0
249	traspasar	Pres	traspasa	traspasan	0
249	traspasar	Fut	traspasará	traspasarán	0
250	detectar	Past	detectó	detectaron	0
250	detectar	Imperfect	detectaba	detectaban	0
250	detectar	Pres	detecta	detectan	0
250	detectar	Fut	detectará	detectarán	0
251	constar	Past	constó	constaron	0
251	constar	Imperfect	constaba	constaban	0
251	constar	Pres	consta	constan	0
251	constar	Fut	constará	constarán	0
252	recoger	Past	recogió	recogieron	0
252	recoger	Imperfect	recogía	recogían	0
252	recoger	Pres	recoge	recogen	1
252	recoger	Fut	recogerá	recogerán	0
253	refugiar	Past	refugió	refugiaron	0
253	refugiar	Imperfect	refugiaba	refugiaban	0
253	refugiar	Pres	refugia	refugian	0
253	refugiar	Fut	refugiará	refugiarán	0
254	presionar	Past	presionó	presionaron	0
254	presionar	Imperfect	presionaba	presionaban	0
254	presionar	Pres	presiona	presionan	0
254	presionar	Fut	presionará	presionarán	0
255	empujar	Past	empujó	empujaron	0
255	empujar	Imperfect	empujaba	empujaban	0
255	empujar	Pres	empuja	empujan	0
255	empujar	Fut	empujará	empujarán	0
256	levantar	Past	levantó	levantaron	0
256	levantar	Imperfect	levantaba	levantaban	0
256	levantar	Pres	levanta	levantan	0
256	levantar	Fut	levantará	levantarán	0
257	acabar	Past	acabó	acabaron	0
257	acabar	Imperfect	acababa	acababan	0
257	acabar	Pres	acaba	acaban	1
257	acabar	Fut	acabará	acabarán	0
258	divertir	Past	divirtió	divirtieron	0
258	divertir	Imperfect	divertía	divertían	0
258	divertir	Pres	divierte	divierten	0
258	divertir	Fut	divertirá	divertirán	0
259	gustar	Past	gustó	gustaron	0
259	gustar	Imperfect	gustaba	gustaban	1
259	gustar	Pres	gusta	gustan	1
259	gustar	Fut	gustará	gustarán	0
260	ignorar	Past	ignoró	ignoraron	0
260	ignorar	Imperfect	ignoraba	ignoraban	0
260	ignorar	Pres	ignora	ignoran	0
260	ignorar	Fut	ignorará	ignorarán	0
261	abusar	Past	abusó	abusaron	0
261	abusar	Imperfect	abusaba	abusaban	0
261	abusar	Pres	abusa	abusan	0
261	abusar	Fut	abusará	abusarán	0
262	indicar	Past	indicó	indicaron	0
262	indicar	Imperfect	indicaba	indicaban	0
262	indicar	Pres	indica	indican	1
262	indicar	Fut	indicará	indicarán	0
263	aguantar	Past	aguantó	aguantaron	0
263	aguantar	Imperfect	aguantaba	aguantaban	0
263	aguantar	Pres	aguanta	aguantan	0
263	aguantar	Fut	aguantará	aguantarán	0
264	deteriorar	Past	deterioró	deterioraron	0
264	deteriorar	Imperfect	deterioraba	deterioraban	0
264	deteriorar	Pres	deteriora	deterioran	0
264	deteriorar	Fut	deteriorará	deteriorarán	0
265	meter	Past	metió	metieron	0
265	meter	Imperfect	metía	metían	0
265	meter	Pres	mete	meten	0
265	meter	Fut	meterá	meterán	0
266	subir	Past	subió	subieron	0
266	subir	Imperfect	subía	subían	0
266	subir	Pres	sube	suben	1
266	subir	Fut	subirá	subirán	0
267	contemplar	Past	contempló	contemplaron	0
267	contemplar	Imperfect	contemplaba	contemplaban	0
267	contemplar	Pres	contempla	contemplan	0
267	contemplar	Fut	contemplará	contemplarán	0
268	avanzar	Past	avanzó	avanzaron	0
268	avanzar	Imperfect	avanzaba	avanzaban	0
268	avanzar	Pres	avanza	avanzan	0
268	avanzar	Fut	avanzará	avanzarán	0
269	vigilar	Past	vigiló	vigilaron	0
269	vigilar	Imperfect	vigilaba	vigilaban	0
269	vigilar	Pres	vigila	vigilan	0
269	vigilar	Fut	vigilará	vigilarán	0
270	avisar	Past	avisó	avisaron	0
270	avisar	Imperfect	avisaba	avisaban	0
270	avisar	Pres	avisa	avisan	0
270	avisar	Fut	avisará	avisarán	0
271	recuperar	Past	recuperó	recuperaron	0
271	recuperar	Imperfect	recuperaba	recuperaban	0
271	recuperar	Pres	recupera	recuperan	0
271	recuperar	Fut	recuperará	recuperarán	0
272	encaramar	Past	encaramó	encaramaron	0
272	encaramar	Imperfect	encaramaba	encaramaban	0
272	encaramar	Pres	encarama	encaraman	0
272	encaramar	Fut	encaramará	encaramarán	0
273	comprender	Past	comprendió	comprendieron	0
273	comprender	Imperfect	comprendía	comprendían	0
273	comprender	Pres	comprende	comprenden	1
273	comprender	Fut	comprenderá	comprenderán	0
274	pugnar	Past	pugnó	pugnaron	0
274	pugnar	Imperfect	pugnaba	pugnaban	0
274	pugnar	Pres	pugna	pugnan	0
274	pugnar	Fut	pugnará	pugnarán	0
275	alejar	Past	alejó	alejaron	0
275	alejar	Imperfect	alejaba	alejaban	0
275	alejar	Pres	aleja	alejan	0
275	alejar	Fut	alejará	alejarán	0
276	bracear	Past	braceó	bracearon	0
276	bracear	Imperfect	braceaba	braceaban	0
276	bracear	Pres	bracea	bracean	0
276	bracear	Fut	braceará	bracearán	0
277	reír	Past	rió	rieron	0
277	reír	Imperfect	reía	reían	0
277	reír	Pres	ríe	ríen	0
277	reír	Fut	reirá	reirán	0
278	atraer	Past	atrajo	atrajeron	0
278	atraer	Imperfect	atraía	atraían	0
278	atraer	Pres	atrae	atraen	0
278	atraer	Fut	atraerá	atraerán	0
279	desplazar	Past	desplazó	desplazaron	0
279	desplazar	Imperfect	desplazaba	desplazaban	0
279	desplazar	Pres	desplaza	desplazan	0
279	desplazar	Fut	desplazará	desplazarán	0
280	buscar	Past	buscó	buscaron	0
280	buscar	Imperfect	buscaba	buscaban	1
280	buscar	Pres	busca	buscan	1
280	buscar	Fut	buscará	buscarán	0
281	comprobar	Past	comprobó	comprobaron	0
281	comprobar	Imperfect	comprobaba	comprobaban	0
281	comprobar	Pres	comprueba	comprueban	0
281	comprobar	Fut	comprobará	comprobarán	0
282	sonar	Past	sonó	sonaron	0
282	sonar	Imperfect	sonaba	sonaban	0
282	sonar	Pres	suena	suenan	1
282	sonar	Fut	sonará	sonarán	0
283	clavar	Past	clavó	clavaron	0
283	clavar	Imperfect	clavaba	clavaban	0
283	clavar	Pres	clava	clavan	0
283	clavar	Fut	clavará	clavarán	0
284	considerar	Past	consideró	consideraron	0
284	considerar	Imperfect	consideraba	consideraban	1
284	considerar	Pres	considera	consideran	1
284	considerar	Fut	considerará	considerarán	0
285	hundir	Past	hundió	hundieron	0
285	hundir	Imperfect	hundía	hundían	0
285	hundir	Pres	hunde	hunden	0
285	hundir	Fut	hundirá	hundirán	0
286	demostrar	Past	demostró	demostraron	0
286	demostrar	Imperfect	demostraba	demostraban	0
286	demostrar	Pres	demuestra	demuestran	1
286	demostrar	Fut	demostrará	demostrarán	0
287	orinar	Past	orinó	orinaron	0
287	orinar	Imperfect	orinaba	orinaban	0
287	orinar	Pres	orina	orinan	0
287	orinar	Fut	orinará	orinarán	0
288	cultivar	Past	cultivó	cultivaron	0
288	cultivar	Imperfect	cultivaba	cultivaban	0
288	cultivar	Pres	cultiva	cultivan	0
288	cultivar	Fut	cultivará	cultivarán	0
289	preferir	Past	prefirió	prefirieron	0
289	preferir	Imperfect	prefería	preferían	0
